DISBURSED_AMOUNT,LTV,STATE_ID,PERFORM_CNS_SCORE,CREDIT_HISTORY_LENGTH
88620,74.13,3,525,39
58062,83.25,4,0,0
33484,74.88,4,665,42
55959,85.86,9,719,38
79986,69.94,4,598,20
70617,73.1,13,738,14
55099,89.23,4,300,59
48145,79.42,4,15,1
60013,84.94,9,300,30
35239,49.78,8,0,0
73100,72.81,5,0,0
62391,85.0,9,16,6
43429,74.52,18,0,0
55113,89.84,6,0,0
50003,50.92,15,836,12
38804,54.87,19,0,0
50703,83.59,6,0,0
51803,70.95,4,0,0
71123,72.13,1,0,0
47149,74.29,4,0,0
48349,75.14,6,0,0
43929,67.25,15,815,6
48203,72.96,4,472,32
56313,89.17,2,815,11
43949,63.86,6,0,0
48849,71.14,4,738,7
51653,76.0,4,300,24
65082,89.79,13,706,50
51303,84.92,18,0,0
54763,88.92,6,0,0
72523,64.25,8,18,18
57759,62.84,14,0,0
71817,69.22,3,0,0
13990,23.84,15,300,19
48313,74.85,2,652,61
51803,76.59,15,300,0
58259,81.94,4,0,0
52078,80.29,17,555,12
58259,78.97,14,0,0
34039,68.33,16,0,0
48545,79.18,6,300,25
49049,51.3,13,0,0
47349,75.38,6,602,10
66169,66.51,18,0,0
58359,74.32,6,0,0
57513,74.72,13,0,0
51473,64.45,6,0,0
45949,74.85,4,805,48
43394,72.95,6,300,10
47349,57.42,13,732,49
49983,87.4,6,738,25
50178,89.84,4,836,30
18619,35.59,3,0,0
58513,79.94,6,700,37
67869,67.24,3,0,0
50303,76.91,5,763,15
78251,61.79,18,0,0
47049,73.84,4,580,25
54619,50.53,3,0,0
42394,63.22,3,728,47
65169,84.83,3,0,0
71523,83.93,8,790,32
55970,82.55,4,635,48
95086,57.3,7,0,49
56213,76.67,4,728,37
43370,69.09,5,0,0
60213,69.19,4,300,32
49803,70.91,3,737,9
51303,77.02,15,0,0
58000,85.97,17,0,0
30341,74.52,6,300,147
26529,68.09,1,540,29
25729,62.04,8,15,0
73100,74.61,14,629,4
66884,79.91,8,638,56
72231,73.79,7,0,0
60213,75.54,14,708,14
31804,47.5,5,722,21
41364,58.17,4,0,0
52678,72.78,13,836,21
53303,79.71,14,0,0
54944,78.68,13,0,0
46775,77.44,1,0,0
58745,83.1,4,0,0
50303,83.37,5,373,164
55513,87.69,4,0,0
49683,84.76,1,300,39
52703,85.92,1,300,161
36861,74.06,8,788,147
80533,73.29,10,0,0
54959,74.85,3,0,0
40394,74.66,1,703,156
59947,78.55,4,752,12
47849,78.84,6,0,0
64221,73.9,4,0,0
50303,75.13,1,300,0
54941,84.99,6,0,0
64169,72.66,1,0,0
83436,72.92,6,551,61
62849,87.29,3,300,123
55513,89.68,4,763,17
34439,78.33,10,0,0
26529,48.34,1,0,0
69169,65.87,7,749,14
31961,41.77,4,17,54
41994,62.17,17,0,0
45849,76.55,6,0,0
55013,79.04,3,657,42
61913,89.99,6,0,0
62713,88.03,14,407,125
58759,84.2,8,0,0
72623,73.51,18,417,62
49703,76.77,4,726,27
49078,87.79,6,0,0
66732,71.68,14,15,0
61300,84.58,4,0,0
46349,74.72,1,738,36
97190,48.93,13,706,27
56259,67.97,3,0,0
47740,67.5,3,0,0
73816,79.7,4,0,40
54303,80.88,14,0,14
55659,83.76,6,0,0
52678,89.81,6,839,3
64769,84.39,4,0,0
60713,75.27,6,0,0
57313,76.84,3,0,0
48499,74.93,3,0,0
42294,62.92,11,0,0
48828,66.92,3,16,129
48849,68.54,4,0,0
53303,81.93,8,0,0
50303,78.81,1,300,86
51703,70.36,19,0,0
55613,77.57,4,738,3
79079,69.29,3,0,0
60447,83.72,7,0,0
51223,84.72,18,0,0
64882,89.09,8,17,32
52978,84.64,13,0,0
62857,94.94,4,588,117
41810,89.19,11,15,1
56908,76.29,4,0,0
34875,29.64,13,0,0
35439,47.3,3,708,8
51078,74.91,5,0,0
55084,62.67,13,0,0
38239,58.39,3,0,0
55159,79.95,3,0,0
46849,63.69,8,300,172
60063,78.72,9,0,0
58759,87.67,11,0,0
48847,67.06,12,690,37
59747,79.27,4,763,82
55659,82.37,14,0,0
49349,78.77,6,0,0
60683,88.08,9,693,119
50743,74.93,10,728,58
48878,72.51,13,0,0
47145,71.4,3,643,5
63905,79.34,4,643,26
52919,85.0,11,16,21
53803,83.48,6,0,0
45349,79.83,1,18,7
57713,78.65,13,0,0
38439,59.34,3,18,22
54643,79.99,4,344,35
64382,62.45,3,0,0
53667,85.0,9,0,0
70123,84.93,4,0,0
41394,67.5,13,726,20
56759,86.51,9,0,0
51303,89.87,18,710,8
62947,88.88,4,0,0
49303,78.31,4,774,44
28529,47.91,6,728,22
35869,51.85,3,0,0
51498,73.93,10,300,79
62799,89.68,4,720,26
62213,82.23,5,0,0
67419,84.88,9,0,0
73623,70.26,14,552,22
43394,69.53,10,0,0
39710,60.97,4,676,15
61167,89.34,4,0,0
37439,74.82,8,0,0
69169,88.61,4,726,25
35439,57.52,10,469,27
35839,78.49,2,0,0
60213,62.19,12,762,16
55759,87.42,6,0,0
48550,85.53,11,0,0
45245,63.73,4,300,125
29364,50.56,9,0,0
65282,79.46,13,0,0
73517,88.24,4,0,0
53278,84.29,4,708,16
87320,89.93,4,0,0
52103,75.03,4,0,15
58513,82.19,13,17,60
41514,56.73,3,428,16
54013,78.5,14,0,0
52078,72.22,6,774,23
37939,69.77,12,527,42
51778,87.69,2,657,5
54928,63.0,13,0,0
49487,79.05,8,830,27
50703,82.66,16,738,4
49363,78.88,15,783,41
56039,78.33,4,339,54
53303,81.91,16,0,0
45349,66.15,6,738,10
60513,79.81,8,792,92
44394,64.16,5,726,112
44249,68.26,6,0,0
66282,93.15,14,744,11
27529,38.74,3,0,0
23274,61.73,15,648,32
42794,58.28,8,707,10
61947,88.39,4,0,0
44349,78.75,1,0,0
54679,86.05,4,574,36
68882,84.78,4,300,121
42178,76.95,4,0,0
63213,74.33,14,0,0
81886,74.59,3,0,0
47249,61.57,3,0,0
76751,74.07,3,573,11
60547,84.92,4,0,0
48763,84.87,9,0,0
67882,73.5,13,0,0
49203,80.19,4,738,3
51803,85.56,18,0,0
47218,74.49,7,763,8
63263,84.96,9,0,0
63882,78.18,4,0,0
38589,74.45,2,824,17
58513,76.28,4,722,57
50803,71.97,21,679,12
63047,89.61,9,615,39
40610,78.64,2,0,0
87570,80.83,5,0,0
52303,76.23,5,0,0
47349,71.64,13,0,0
63113,72.83,14,0,0
64213,87.9,11,598,12
56813,79.53,4,300,46
77751,73.36,4,0,0
52478,72.74,3,0,0
63294,80.71,3,0,0
55416,84.94,1,300,27
54713,88.57,4,507,40
56013,80.67,3,737,16
63447,84.46,4,0,0
32984,47.94,8,619,13
58513,81.74,4,0,0
40894,67.34,15,0,0
68382,84.85,4,0,0
75751,74.87,13,0,0
62713,85.8,5,0,0
52078,79.48,3,300,15
38139,52.17,3,738,42
96602,68.56,13,16,15
90555,73.6,3,0,0
41362,60.27,6,0,0
39894,52.55,8,302,143
54303,83.26,6,0,0
68882,85.89,4,710,4
67069,69.75,4,825,6
44349,84.47,5,0,0
60213,79.94,8,728,60
58493,67.72,13,0,0
53303,89.79,6,565,34
59447,81.33,4,0,0
50240,84.63,3,0,0
42960,59.94,9,0,0
51903,73.51,9,0,0
54759,84.76,6,651,10
44394,78.86,8,0,0
53363,85.0,8,753,4
55259,77.25,6,0,0
56213,60.29,13,0,0
57609,89.73,9,749,17
51703,78.96,4,0,0
55039,85.0,6,335,180
48145,71.03,13,0,0
63913,79.06,9,0,0
56413,89.82,4,18,24
58559,78.41,6,737,16
83750,86.43,3,489,121
57559,62.08,12,0,0
48749,75.87,6,662,14
43563,67.0,5,0,0
55013,79.73,5,0,0
41394,57.17,3,0,0
67769,69.62,2,0,0
52703,67.44,2,0,0
42394,56.72,10,783,70
56731,84.99,9,396,10
50203,77.16,5,0,0
60013,77.16,17,605,33
50303,72.3,3,0,0
57513,89.71,18,676,53
49049,76.07,6,830,33
37039,54.78,18,446,15
39139,54.8,3,16,25
45600,72.79,11,825,14
34699,53.91,3,0,0
60213,66.93,14,0,0
57393,87.99,6,738,125
80086,74.92,3,17,2
58759,77.61,3,0,0
52303,79.15,4,738,12
42894,61.97,7,0,0
41394,84.74,15,0,0
48349,79.32,7,0,0
36059,55.71,15,0,0
52578,74.76,4,0,0
37439,71.86,6,0,0
35679,57.92,10,0,0
52203,68.68,13,615,30
23574,28.52,4,15,2
63969,84.97,8,764,162
58259,84.39,14,300,120
54659,88.41,16,825,23
63542,74.75,10,825,6
48849,74.63,4,0,0
60000,84.83,2,0,0
53303,86.58,6,0,0
35141,45.16,8,721,18
50303,78.67,14,0,0
57844,85.0,4,825,8
47899,77.64,9,629,61
51578,67.93,3,0,0
69123,62.95,10,0,0
58647,86.6,8,0,0
55859,89.04,9,0,0
63213,87.17,4,16,38
63647,78.79,4,0,0
53453,74.4,9,300,30
51578,89.1,6,710,97
55259,83.47,4,300,32
62859,89.46,3,417,131
48349,77.52,7,738,25
36252,64.82,11,0,0
58447,88.82,9,17,2
60013,85.14,4,15,0
55559,80.62,9,0,0
58869,73.79,13,0,0
56259,53.02,3,0,0
132483,79.41,18,792,144
26129,42.74,4,749,31
47349,77.44,6,0,0
52579,79.77,18,0,0
55259,83.58,14,0,0
40894,61.67,16,738,3
35439,74.48,3,679,8
65312,86.94,3,17,0
73526,74.84,2,380,8
47645,73.52,10,0,0
41024,61.33,12,738,5
41194,56.63,4,683,22
53303,74.89,9,0,0
52613,78.75,9,531,5
23166,33.95,3,300,0
33139,53.51,6,792,96
45349,74.48,8,825,25
53979,79.63,9,0,0
57659,84.76,6,17,2
83086,79.95,4,622,62
56212,79.37,4,0,0
61976,76.08,3,0,0
51500,74.26,18,0,0
62447,81.41,4,0,0
58451,84.99,6,0,0
76251,89.29,4,710,167
66582,68.21,13,0,0
48555,79.99,1,300,0
43394,66.42,1,15,2
46749,62.91,4,0,0
51223,73.97,4,0,0
51228,79.99,6,539,51
53139,79.55,3,736,57
54563,85.0,6,570,14
61613,73.86,6,0,0
68877,71.84,5,830,16
30684,46.35,5,743,64
46869,75.39,18,0,0
54559,87.95,6,300,113
40894,73.65,8,0,0
57083,86.41,9,749,38
40394,58.61,3,0,0
52303,79.81,6,738,6
59687,84.49,3,671,36
55198,89.99,1,743,6
64914,74.45,4,0,0
58159,77.01,17,0,0
37039,58.89,6,0,0
52903,72.54,4,792,33
54259,88.96,6,585,134
49958,78.7,4,588,41
144450,86.24,3,734,54
47349,72.29,4,763,34
56213,84.4,6,15,0
52299,84.29,7,0,0
49803,79.15,4,468,13
94505,60.26,13,771,105
57359,84.96,6,749,37
50458,84.25,3,0,0
57013,74.24,3,532,142
36787,53.0,13,16,12
50198,79.88,4,509,30
42575,69.26,4,0,0
38000,59.81,17,0,0
66969,79.2,6,17,2
51753,79.24,9,597,7
77751,73.6,3,0,0
40794,65.55,6,0,0
38439,50.42,8,601,11
65669,89.12,11,738,6
59019,85.0,9,300,104
54013,81.4,14,0,0
50203,74.75,1,0,0
61613,84.56,9,680,13
55013,81.99,3,0,16
53578,75.52,9,757,22
73817,74.6,8,681,24
56850,75.1,18,0,0
47645,82.52,4,300,35
72717,73.14,3,0,0
60337,88.07,4,0,0
49694,86.33,4,0,0
27029,50.22,6,0,0
45349,70.6,3,753,24
75433,85.91,4,596,23
55013,57.91,4,825,11
57259,84.91,17,0,0
55759,89.06,18,0,0
66669,65.85,3,0,0
66570,74.66,4,653,17
83249,77.69,8,0,0
45849,86.0,16,714,34
48349,75.51,15,763,6
51303,84.59,8,300,119
76029,84.67,9,0,0
48183,77.67,7,0,0
56259,84.83,6,0,0
49403,73.26,6,845,19
44349,82.99,1,436,26
27629,42.09,13,630,44
51078,74.53,3,0,0
47649,65.54,13,0,0
83989,74.92,3,0,0
45849,76.69,16,300,47
48636,78.6,2,714,32
53578,84.59,4,825,10
28879,42.9,16,646,7
62913,80.13,2,719,54
47449,86.18,4,0,0
45879,51.0,12,0,0
41383,63.36,3,0,0
54259,89.3,5,0,0
37541,66.36,8,680,18
54078,82.94,6,0,0
55113,79.63,13,0,0
29484,42.36,4,749,30
60214,89.03,11,0,0
53478,76.88,14,0,0
45334,70.59,7,0,0
81686,68.26,3,0,0
59347,84.61,4,429,134
72717,69.57,3,17,0
41860,72.7,3,0,0
59947,85.55,14,0,0
95586,57.55,7,392,41
46849,73.15,5,0,0
61447,89.48,5,0,0
69563,61.81,13,0,0
49578,77.52,13,0,0
59000,86.71,14,388,11
71817,68.55,3,0,0
52978,57.7,1,771,17
52714,84.97,1,0,0
48904,79.09,11,0,0
63062,89.86,4,736,19
61754,81.8,17,640,33
68877,75.29,3,0,0
31258,42.88,13,749,30
55023,85.0,6,0,0
51803,78.09,6,0,0
72817,73.53,3,0,56
80786,73.2,13,0,0
54159,86.45,6,0,0
57759,85.44,6,738,6
50020,79.22,4,18,17
39439,59.03,8,668,36
45349,73.62,17,707,17
46849,78.78,18,17,0
58013,74.44,3,17,2
51303,82.53,4,766,68
58659,89.97,4,0,0
46369,65.16,3,0,0
46045,79.54,3,566,55
47549,66.93,9,726,19
55959,78.52,14,818,14
35439,37.8,3,637,6
53303,78.04,1,681,30
32341,55.83,1,0,0
52078,88.61,18,0,0
43272,74.86,4,737,8
35439,53.52,17,775,131
67669,65.34,7,0,0
57610,85.0,6,474,41
53303,79.88,6,0,0
59013,82.38,14,300,63
50821,72.12,13,571,70
59013,79.98,5,0,0
45389,74.77,7,320,13
54853,77.2,13,16,37
53603,74.12,9,608,26
50303,81.44,14,0,0
55959,80.19,6,763,12
83676,74.89,8,0,0
69347,64.29,13,0,0
58259,77.22,3,740,7
45349,65.98,3,0,0
49803,69.72,4,0,0
76079,74.62,18,0,0
42394,77.93,1,757,136
60447,89.93,4,300,23
46349,75.44,5,0,0
47349,78.84,18,0,0
54759,84.18,16,852,6
57259,88.2,3,437,71
55959,79.66,4,0,0
59647,89.39,9,728,36
50304,87.03,11,0,0
65169,74.01,4,738,11
60093,81.84,9,0,0
38480,69.9,10,0,0
46320,71.47,10,0,0
59013,75.59,3,0,0
58342,84.93,4,17,10
52003,78.9,13,738,59
76295,74.24,3,559,13
55513,80.13,6,300,78
46849,75.99,5,709,12
58947,75.78,4,810,6
54759,77.98,4,694,7
84989,57.62,3,774,37
50078,77.24,3,0,0
52078,59.68,3,300,19
43850,71.14,11,825,6
56312,88.27,9,0,0
49303,87.6,18,0,0
89251,60.24,13,737,18
49103,76.62,5,0,0
57059,87.27,8,611,8
72817,70.82,7,763,10
33484,55.88,1,0,0
58551,85.0,15,0,0
54029,83.93,16,413,51
43500,66.06,4,738,10
62263,80.23,9,593,16
35299,71.77,1,673,18
55359,87.08,18,300,21
53006,85.0,6,0,0
58159,68.21,4,763,10
48349,76.53,6,0,0
52803,75.68,5,536,35
42694,69.78,6,0,0
55259,82.79,8,673,37
44145,64.67,3,0,0
72317,89.7,4,0,0
48349,74.62,3,0,0
59713,83.97,4,0,0
49538,79.98,13,15,0
46849,74.68,1,0,0
67582,78.95,8,648,56
43394,58.3,3,0,0
56259,71.82,17,708,15
41394,68.12,6,0,0
84020,79.91,4,505,60
48145,79.27,1,0,52
58259,89.34,6,738,6
37439,53.96,4,0,0
48803,74.4,3,0,0
36439,73.78,11,737,16
48145,79.31,6,300,26
49763,75.99,7,16,0
52906,76.94,6,683,14
41294,65.04,6,0,0
54303,79.2,9,0,0
66372,79.51,4,0,0
39039,74.43,8,700,5
53878,84.47,11,738,8
43394,74.28,3,0,0
56759,81.66,6,300,16
64919,84.75,8,703,45
43094,63.31,3,0,0
59248,85.0,4,0,0
48349,75.32,3,0,0
52803,79.81,15,707,11
52478,76.11,6,0,0
43700,63.64,13,16,12
67269,84.34,4,0,0
49763,69.18,9,0,0
42694,82.5,2,693,24
51303,83.43,6,0,0
46649,75.0,5,0,0
54853,74.88,5,502,11
51578,89.81,11,657,3
45949,67.02,4,836,23
59347,80.88,4,300,39
49878,78.13,4,0,0
40894,61.99,15,0,0
54413,83.17,6,300,25
50847,75.84,9,0,0
37839,59.99,4,821,24
54259,89.79,6,17,2
49182,79.95,6,0,0
53303,89.76,4,354,55
61213,79.79,4,0,0
34560,52.64,10,300,36
29214,50.65,1,16,77
65382,85.16,3,0,0
56459,84.85,4,768,31
49203,77.96,6,0,0
56259,72.37,3,0,0
62213,76.67,3,0,0
52303,77.98,8,0,0
32084,45.99,9,300,24
59747,74.79,4,300,34
49303,75.77,5,0,0
37680,65.41,10,0,0
53303,86.72,6,518,44
33484,51.2,5,0,0
47849,76.12,6,762,19
52579,68.64,7,825,12
47516,77.52,4,0,0
49606,68.22,2,659,0
39439,58.79,5,555,21
38239,79.15,8,0,0
36939,57.76,5,0,0
75751,87.12,4,707,13
41794,62.76,5,300,149
56959,83.41,6,0,0
34439,61.92,6,763,5
59551,85.0,8,622,15
59323,83.38,6,568,5
38994,58.48,1,582,36
46749,73.55,6,836,21
47249,64.86,8,772,33
76784,75.27,6,801,52
49303,75.34,3,0,0
54513,79.92,18,0,0
49763,79.17,3,0,0
50803,82.81,7,719,33
64203,70.69,13,738,18
59913,84.89,4,0,0
81486,73.92,6,799,70
54003,79.36,9,0,0
50303,89.0,1,0,75
41094,75.62,8,719,25
45749,70.29,6,653,14
61213,78.58,2,0,0
62647,79.01,4,0,0
56513,84.29,4,0,0
62047,89.04,4,0,0
47949,68.62,13,659,5
53576,85.0,9,300,33
57259,88.09,15,0,0
48778,79.83,6,300,63
82033,73.96,3,0,0
45609,78.7,9,683,18
56509,65.35,4,565,164
51203,78.76,6,557,29
43394,61.42,6,0,0
55759,69.23,3,0,0
52703,79.16,1,0,0
57413,88.04,4,300,14
56013,83.7,6,667,11
42394,61.28,5,0,0
40117,60.51,12,0,0
45890,66.89,4,774,10
52303,74.48,3,815,33
43394,73.3,3,0,0
48849,74.25,6,610,31
61013,79.64,17,0,0
58259,83.2,8,655,55
38139,53.68,13,0,0
56609,79.89,2,738,19
64882,89.33,3,739,54
42394,44.15,3,0,0
56259,77.94,7,0,0
69967,87.91,3,755,11
50303,64.51,3,0,0
56459,68.05,8,623,15
68169,84.78,4,0,0
71817,74.0,3,571,40
56659,84.89,6,738,25
65169,79.9,4,0,0
51473,80.38,6,0,0
58447,72.63,12,0,0
51078,84.83,13,0,0
60697,89.62,6,0,0
44409,79.79,1,651,39
41394,65.02,6,18,64
65419,88.92,9,825,9
43894,77.92,8,0,0
37339,68.16,11,738,3
55259,78.34,1,743,17
38275,68.78,6,370,58
47849,83.33,11,636,37
48849,71.12,6,17,6
53303,70.21,3,0,0
66002,77.14,5,710,18
50303,74.51,4,752,48
60947,77.52,3,433,185
64382,70.92,8,694,15
72817,72.16,7,0,0
64650,76.32,9,300,31
73123,74.68,8,0,0
53149,52.19,13,0,0
50203,67.94,4,690,42
54259,89.82,8,602,22
48349,81.31,1,0,0
57059,85.0,4,640,35
72923,84.65,19,738,11
44909,75.61,1,300,9
50078,40.24,3,15,12
53078,81.1,6,0,0
42024,65.0,13,477,74
42594,78.83,4,710,5
64382,89.59,4,0,0
46545,75.64,6,0,0
57459,84.71,1,652,86
76451,84.89,4,680,8
52634,83.97,4,0,0
25841,38.12,6,0,0
49969,81.17,6,725,9
58759,89.31,8,726,27
47903,70.88,9,721,22
50303,84.74,1,738,4
59013,89.94,4,469,47
36587,51.82,8,662,30
48349,69.54,6,671,35
70817,73.92,3,0,0
49303,73.32,4,0,0
62890,89.65,4,622,31
57559,59.69,3,300,51
57013,76.52,5,17,2
46849,74.64,7,300,24
49078,86.03,4,300,52
59687,79.95,3,0,0
59527,84.82,4,626,48
62095,88.77,4,0,0
58947,79.92,4,615,6
53482,74.52,4,742,70
53703,82.31,6,16,9
42394,60.56,4,763,11
49263,89.01,10,0,0
58813,73.99,6,0,0
55213,84.71,4,0,0
43429,49.73,12,14,15
61947,64.99,7,0,0
45849,78.54,6,666,34
42894,67.71,5,0,0
48145,74.09,3,15,0
61355,81.04,1,0,0
71817,72.21,7,0,0
57013,87.53,15,0,0
31408,75.0,13,14,16
72123,74.01,15,0,0
55954,85.0,14,0,0
40894,59.84,4,0,0
65919,89.53,9,763,17
62413,70.27,8,0,0
32484,54.4,6,783,21
52303,63.86,8,300,25
70016,74.29,5,0,0
56051,79.56,17,640,26
42874,73.43,4,0,0
67912,73.8,13,0,0
67882,74.28,3,547,9
36299,49.91,8,825,13
53903,89.94,8,300,33
60413,74.47,6,738,9
36972,79.48,2,0,0
52803,84.48,8,0,0
52961,56.79,13,630,133
48249,74.05,13,0,0
53103,75.79,6,601,33
65022,83.91,3,659,11
51303,71.81,14,0,0
53873,80.54,13,0,0
56159,89.24,4,783,38
63947,83.33,4,825,8
49149,69.58,5,0,0
60113,73.74,13,0,0
59057,86.41,3,0,0
52702,84.99,4,0,0
48145,89.58,11,825,6
47349,64.7,3,0,0
41710,55.7,3,15,39
49713,84.66,16,0,0
51168,83.81,1,708,11
85620,89.23,4,714,22
50803,79.86,15,810,56
45649,74.49,15,825,7
52603,74.9,5,0,0
52800,84.05,11,0,0
67682,89.35,4,763,13
35439,52.81,3,622,60
54853,76.47,13,0,0
60713,82.67,4,738,10
55759,90.0,11,455,75
50878,74.44,12,0,0
51078,81.61,1,743,91
45849,73.84,13,0,0
50303,74.33,1,0,0
50303,81.38,1,634,81
51503,79.47,6,356,13
98899,73.46,8,300,61
51303,79.22,5,16,13
41534,57.02,12,0,0
56513,89.78,6,0,0
53303,84.77,6,738,31
52303,80.92,6,17,2
44349,71.71,18,0,0
46349,71.89,3,714,45
95915,67.12,5,0,0
34439,59.95,3,774,49
54659,78.58,4,15,1
52303,54.17,3,0,0
51653,87.94,4,0,0
49349,75.76,4,783,23
51418,76.93,4,825,25
59747,79.27,4,758,38
48401,72.82,4,825,37
61047,81.14,4,716,26
43799,71.49,18,0,0
61947,88.07,14,0,0
48749,71.23,6,726,34
93555,59.14,3,0,0
31371,54.72,6,571,11
30484,43.74,3,0,0
62528,85.52,8,663,59
84620,55.76,3,0,0
46649,74.29,9,371,22
48578,79.7,3,0,0
71189,71.71,3,0,0
54759,84.21,8,825,12
72717,64.99,3,15,0
48803,54.59,4,0,0
85189,73.82,4,0,0
55348,88.95,13,0,0
95899,60.25,7,300,14
55013,83.87,14,0,0
43794,80.62,6,0,0
57000,78.91,17,0,0
58259,55.08,4,0,0
58913,89.65,11,0,0
54259,63.54,4,0,0
65769,89.15,14,0,0
56813,86.93,14,378,35
66482,70.87,7,0,0
79686,74.43,8,698,12
42394,73.13,8,0,0
51582,74.55,8,763,102
43074,65.14,9,0,0
56713,80.75,9,0,0
65682,79.44,3,0,0
67169,73.27,9,300,55
56259,75.43,14,0,0
43394,48.83,18,0,0
65600,74.63,13,0,0
53303,78.15,6,0,0
22824,36.6,3,825,23
60113,69.62,4,648,29
73217,75.6,13,0,0
73423,89.97,4,825,16
56322,78.02,10,670,60
35750,64.31,10,0,0
74123,80.69,9,0,0
55259,84.21,4,0,0
54259,87.18,5,0,0
79686,69.13,4,732,6
60947,89.86,4,0,0
67382,65.76,7,635,14
48749,77.11,1,300,17
61453,86.04,9,688,44
81686,70.06,5,0,0
48249,74.2,5,0,0
56259,70.73,5,0,0
40509,64.19,3,0,0
55859,75.82,19,0,0
33484,74.18,1,738,3
73300,74.09,3,710,7
29881,47.95,9,796,27
51803,64.55,6,0,0
44849,71.93,18,0,0
51303,70.23,3,0,0
46330,56.09,5,832,5
73123,79.05,8,0,0
52478,79.79,6,0,0
57659,85.87,9,0,0
69123,86.06,6,771,5
56596,83.28,13,706,58
65582,84.28,4,0,0
45349,50.98,3,819,22
51233,62.08,12,387,122
54509,64.55,4,815,28
52303,76.81,4,753,6
57858,62.44,13,0,0
42894,62.79,9,300,9
37541,40.5,12,0,0
30484,49.67,3,0,0
58747,89.74,4,0,0
60447,79.86,3,0,0
36439,52.92,13,825,22
49728,88.76,1,0,0
58013,78.67,4,693,12
51403,72.33,13,0,0
58384,85.0,9,579,56
54459,83.46,6,763,13
39664,66.28,13,694,61
29431,46.36,6,0,0
47999,79.17,6,0,0
44145,65.04,13,617,61
37310,58.85,4,763,14
43410,63.35,13,706,26
83633,54.81,4,445,47
57259,79.18,4,549,33
54213,77.88,18,0,0
52303,78.1,4,300,107
60513,89.84,4,738,12
53399,85.0,4,0,0
63003,79.8,8,480,65
69923,74.67,15,710,7
36439,60.3,1,681,16
53603,84.62,2,0,0
43165,61.99,3,0,0
60013,82.53,14,0,0
32284,46.84,4,0,0
26459,40.43,5,738,13
44394,70.16,1,738,5
51303,79.58,14,609,9
52303,79.91,14,763,10
53603,78.11,6,825,24
44749,68.46,6,825,15
44349,71.49,18,0,0
48258,60.17,13,0,0
56213,88.2,6,17,2
51168,77.76,18,705,44
57813,89.78,11,836,24
52724,81.18,4,15,0
45349,61.44,4,0,0
51303,77.94,16,0,0
52803,66.88,9,810,6
48998,63.07,9,738,36
52663,83.84,11,683,15
56259,84.73,14,0,0
44149,85.53,11,300,91
50303,66.93,17,0,0
36275,58.32,3,0,0
53959,84.91,16,0,0
57443,85.84,19,15,1
32868,51.43,13,0,0
44516,71.56,13,0,0
61713,64.08,1,763,8
53003,89.88,6,707,7
45749,74.52,6,0,0
67182,74.94,13,0,0
88755,78.26,8,723,224
43813,79.69,6,0,0
50503,80.0,4,643,46
56239,85.0,6,300,22
61433,84.41,9,300,32
55123,80.16,13,0,0
54282,81.96,2,0,0
51723,72.33,4,583,29
33761,49.5,1,0,0
55259,84.85,4,738,29
58493,83.2,9,17,0
65382,69.79,14,0,0
52263,68.83,6,0,0
74023,75.66,4,0,0
54513,78.94,16,300,33
46165,81.61,12,0,0
45249,81.32,6,758,31
70817,80.9,4,0,0
121238,69.78,6,568,10
43674,61.26,3,0,0
41694,63.44,3,763,9
54613,89.98,11,626,23
47349,76.37,18,0,0
67169,59.12,3,737,10
44849,64.17,8,634,13
46349,76.72,5,0,0
48360,81.43,4,0,0
93899,74.55,1,758,38
72817,84.5,4,0,0
45645,73.72,6,738,25
55407,85.0,8,0,0
53978,87.34,11,553,30
51844,82.37,9,656,28
57759,76.47,4,300,49
72816,89.09,3,0,0
37639,35.63,7,825,23
49926,70.68,3,0,0
60029,72.97,13,429,15
38739,48.48,1,836,21
52803,78.83,6,0,0
80686,74.24,7,599,4
59973,89.05,7,0,0
41819,82.66,7,836,12
28306,47.09,3,0,0
53003,87.52,11,0,0
52303,83.83,2,0,0
50749,84.97,4,0,0
54373,82.64,10,0,0
50155,72.6,13,0,0
54853,86.53,10,579,26
60213,85.22,6,0,0
53139,84.88,7,0,0
60513,79.88,1,679,13
65882,87.58,4,726,29
55863,89.29,4,0,0
51678,82.8,4,845,60
72717,74.22,3,755,15
52213,78.76,8,721,15
50978,82.73,4,0,0
51037,83.07,1,0,0
64283,84.87,13,662,68
51078,74.72,12,0,0
58959,67.41,8,739,40
37439,60.13,1,708,9
63247,88.16,4,710,6
31734,54.7,6,0,0
45803,71.66,6,14,47
54259,84.89,6,300,46
44349,71.93,18,0,0
49078,69.76,3,0,0
75829,89.24,4,681,56
57893,85.0,4,0,0
38439,49.98,3,0,0
60613,84.06,6,737,16
48386,79.9,1,16,12
30984,46.71,2,15,1
42894,69.69,7,0,0
61563,84.81,9,0,0
56377,62.3,13,0,0
52303,54.42,3,0,0
57759,81.44,14,0,0
61947,84.83,4,708,4
58459,70.43,3,0,0
36339,57.95,3,0,0
48849,69.48,7,553,144
41244,64.07,9,437,32
53149,86.51,1,421,37
44849,83.53,2,718,66
74079,84.03,5,0,0
70017,82.99,6,585,21
46240,41.92,3,707,19
64969,69.96,13,15,2
43225,79.93,4,0,0
45849,80.13,1,757,6
56663,79.91,3,0,0
58113,88.85,9,825,17
44223,50.13,4,0,0
44349,64.94,13,438,30
